Scenario_ID,Onset_of_Release_hr,GE_Declaration_hr,Depart_Delay_hr,Plume_Offset_hr,Plume_Offset_min
1,5.862487735841073,3.742025902231362,0.5,1.6204618336097112,97.22771001658268
2,9.863297472388465,7.927925058112826,0.5,1.4353724142756397,86.12234485653838
3,49.734316818306276,40.661515506699374,0.5,8.572801311606902,514.3680786964142
4,31.138040906207348,28.38771384527048,0.5,2.2503270609368684,135.0196236562121
5,26.200390418533495,16.78317483202658,0.5,8.917215586506913,535.0329351904147
6,11.859121513621389,4.675584355375232,0.5,6.683537158246157,401.01222949476943
7,16.135624990179487,14.937902009351252,0.5,0.6977229808282353,41.863378849694115
8,23.538622447930567,9.931813152426628,0.5,13.10680929550394,786.4085577302363
9,18.12140958765013,1.320289816695245,0.5,16.301119770954887,978.0671862572932
10,17.906359071270522,3.906963408321438,0.5,13.499395662949084,809.963739776945
11,21.26031690250055,18.310062722093697,0.5,2.4502541804068514,147.01525082441108
12,16.402976429310513,15.552628317907821,0.5,0.35034811140269184,21.02088668416151
13,59.35040106431422,56.85691336592297,0.5,1.9934876983912488,119.60926190347493
14,8.626754428057666,6.862174815301243,0.5,1.2645796127564228,75.87477676538538
15,17.809254528652346,12.8673346563685,0.5,4.4419198722838455,266.5151923370307
16,8.933892846289682,1.2084101150632351,0.5,7.225482731226447,433.5289638735868
17,48.54123269922714,45.399484578015134,0.5,2.6417481212120038,158.50488727272023
18,14.895835039877813,11.345029947756975,0.5,3.0508050921208376,183.04830552725025
19,13.050049828240478,10.390070599677395,0.5,2.159979228563083,129.598753713785
20,21.21812695054526,10.45930258414475,0.5,10.258824366400509,615.5294619840305
21,24.786810116853744,11.125403241868774,0.5,13.16140687498497,789.6844124990981
22,20.285495699733318,10.302205607973011,0.5,9.483290091760306,568.9974055056184
23,9.065661489272868,4.787285911241815,0.5,3.778375578031053,226.70253468186317
24,49.37606272712411,46.527026006549484,0.5,2.349036720574624,140.94220323447743
25,33.26904217226101,19.8001451690053,0.5,12.968897003255709,778.1338201953425
26,21.48217670890027,5.844902145216357,0.5,15.137274563683912,908.2364738210347
27,11.128519515445888,10.703660340621184,0.5,-0.0751408251752963,-4.508449510517778
28,71.40133655589925,70.72485448182401,0.5,0.17648207407523842,10.588924444514305
29,50.68087043723164,49.90965678784613,0.5,0.2712136493855084,16.272818963130504
30,51.57460836822757,45.389345825696296,0.5,5.685262542531277,341.1157525518766
31,34.2907120476936,34.15485799586891,0.5,-0.364145948175306,-21.84875689051836
32,41.473871210515206,35.61218487868391,0.5,5.361686331831294,321.7011799098776
33,35.26185393716436,27.173305743491575,0.5,7.588548193672786,455.31289162036717
34,28.59054980000277,14.282652158117578,0.5,13.80789764188519,828.4738585131115
35,12.77410240474759,5.886300582268613,0.5,6.387801822478976,383.26810934873856
36,33.936626358129494,22.330482602096623,0.5,11.106143756032871,666.3686253619722
37,13.322324953197638,12.141150686016118,0.5,0.68117426718152,40.8704560308912
38,34.38298554042545,23.237085569831812,0.5,10.64589997059364,638.7539982356184
39,65.86155326760964,60.01853932265114,0.5,5.3430139449585,320.58083669751
40,9.438607928971514,5.5016611193254334,0.5,3.4369468096460807,206.21680857876484
41,56.49042935360589,55.83019754252095,0.5,0.160231811084941,9.61390866509646
42,46.91250429047956,42.12183628829109,0.5,4.290668002188468,257.4400801313081
43,25.658476362771022,23.905187785910794,0.5,1.2532885768602284,75.1973146116137
44,20.258263279655655,4.72391111041661,0.5,15.034352169239044,902.0611301543427
45,60.87707505287961,56.595431699293,0.5,3.7816433535866096,226.89860121519658
46,49.2646491628325,48.55089589623315,0.5,0.21375326659934757,12.825195995960854
47,14.031656587873362,11.02859191892924,0.5,2.5030646689441216,150.1838801366473
48,24.57905789869966,22.109475425516422,0.5,1.9695824731832374,118.17494839099425
49,17.277251999551048,7.015174836266274,0.5,9.762077163284774,585.7246297970864
50,43.62241639225866,41.01001325407795,0.5,2.11240313818071,126.7441882908426
51,15.377531503357005,9.095551495264981,0.5,5.781980008092024,346.91880048552144
52,19.611190699646833,10.027158477599958,0.5,9.084032222046876,545.0419333228125
53,12.819332047240351,3.172400034017744,0.5,9.146932013222607,548.8159207933564
54,13.267047627210012,1.527329678182712,0.5,11.2397179490273,674.383076941638
55,59.01074039894882,58.21830457876342,0.5,0.29243582018539627,17.546149211123776
56,66.79025937151272,62.42999851666864,0.5,3.8602608548440784,231.6156512906447
57,4.240842095021435,2.910257558848783,0.5,0.830584536172652,49.835072170359126
58,18.263214131360904,8.23106312373824,0.5,9.532151007622664,571.9290604573598
59,25.44254966093213,12.160807026230836,0.5,12.781742634701294,766.9045580820776
60,44.000462419326034,35.682056486833005,0.5,7.818405932493029,469.10435594958176
61,19.47542610640508,10.748112662450175,0.5,8.227313443954905,493.63880663729435
